season,age_group,date,home_team,away_team,home_goals,away_goals,elo_home_before,elo_away_before,elo_home_after,elo_away_after
Fall 1997,Over 40,1997-11-02,North Andover Seniors,Danvers International Crossover,1,0,1517.7,1484.0,1532.2,1469.5
Fall 1997,Over 40,1997-11-02,Andover United Masters,Andover Gold,2,0,1539.6,1499.9,1553.8,1485.7
Fall 1997,Over 40,1997-11-02,Woburn Masters,Tewksbury Independent,1,4,1444.9,1513.9,1432.0,1526.7
Fall 1997,Over 40,1997-11-02,Wilmington United,Burlington Cougars,1,1,1474.3,1529.1,1476.8,1526.6
Fall 1997,Over 40,1997-11-02,Merrimac AFC,Lynnfield,1,3,1579.3,1539.0,1561.5,1556.9
Fall 1997,Over 40,1997-11-02,North Reading II,Pepperell Masters,0,2,1444.0,1434.2,1427.6,1450.6
Fall 1997,Over 40,1997-11-02,Holliston,Easton Masters,1,2,1496.4,1593.2,1484.7,1604.9
Fall 1997,Over 40,1997-11-02,Shrewsbury,Natick Masters,2,0,1462.7,1463.7,1478.8,1447.6
Fall 1997,Over 40,1997-11-02,Sherborn Masters,Belmont Kickers,3,3,1540.4,1443.6,1536.0,1448.0
Fall 1997,Over 40,1997-11-02,Nashua Absolute,Westford over-40,0,0,1571.3,1577.0,1571.5,1576.8
Fall 1997,Over 40,1997-11-02,Melrose Good Guys,North Reading Cobras,0,1,1416.7,1477.9,1403.5,1491.1
Fall 1997,Over 40,1997-11-02,Andover Green Masters,Groton/Dunstable,3,3,1470.7,1486.4,1471.4,1485.7
Fall 1997,Over 40,1997-11-02,Westwood Masters,Needham Masters II,2,0,1513.4,1462.7,1527.1,1449.0
Fall 1997,Over 40,1997-11-02,Hopkinton Raiders,Newton Spurs,3,0,1465.7,1436.1,1480.3,1421.5
Fall 1997,Over 30,1997-11-02,North Andover Hotspurs,Atletico North Chelmsford,9,0,1516.8,1429.9,1528.9,1417.9
Fall 1997,Over 30,1997-11-02,PAC Lowell,Seacoast FC,0,2,1526.0,1553.2,1511.2,1567.9
Fall 1997,Over 30,1997-11-02,Peabody Sporting Club,Salem,1,2,1444.8,1529.2,1432.6,1541.4
Fall 1997,Over 30,1997-11-02,Billerica Rovers,Bulington II,1,1,1539.2,1425.7,1534.2,1430.7
Fall 1997,Over 30,1997-11-02,Dracut,Revere International,0,4,1460.6,1505.8,1446.7,1519.8
Fall 1997,Over 30,1997-11-02,Harvard Veterans,Danver Internationals,1,0,1487.4,1581.2,1507.7,1561.0
Fall 1997,Over 30,1997-11-02,Pepperell,Hollis Overlooked,3,4,1414.6,1461.0,1400.7,1474.9
Fall 1997,Over 30,1997-11-02,Westford,Londonderry Pacers,1,2,1557.0,1562.5,1541.3,1578.2
Fall 1997,Over 30,1997-11-02,Andover Green,Wilmington Wildmen,5,1,1541.2,1463.7,1553.7,1451.3
Fall 1997,Over 30,1997-11-02,Woburn Strikers,"Merrimac, MA",1,3,1474.4,1547.5,1461.8,1560.2
Fall 1997,Over 30,1997-11-02,Windham,North Reading,4,2,1592.7,1445.2,1602.3,1435.6
Fall 1997,Over 30,1997-11-02,"Merrimack,NH",DePortivo ACA of Lowell,1,8,1389.3,1550.8,1380.3,1559.8
Fall 1997,Over 40,1997-11-09,Acton/Boxboro United,Newton United Masters,3,2,1543.7,1463.4,1556.0,1451.1
Fall 1997,Over 40,1997-11-09,Tewksbury Independent,Andover United Masters,1,3,1526.7,1553.8,1512.0,1568.5
Fall 1997,Over 40,1997-11-09,Lynnfield,Wilmington United,1,1,1556.9,1476.8,1553.3,1480.5
Fall 1997,Over 40,1997-11-09,Pepperell Masters,Merrimac AFC,0,3,1450.6,1561.5,1439.6,1572.5
Fall 1997,Over 40,1997-11-09,Westford over-40,Andover Green Masters,3,1,1576.8,1471.4,1588.1,1460.1
Fall 1997,Over 40,1997-11-09,North Reading Cobras,Nashua Absolute,2,3,1491.1,1571.5,1478.8,1583.9
Fall 1997,Over 40,1997-11-09,Needham Masters II,Mansfield United,0,1,1449.0,1541.5,1437.2,1553.3
Fall 1997,Over 40,1997-11-09,Acton-Boxboro United II,Hopkinton Raiders,6,2,1580.6,1480.3,1592.1,1468.8
Fall 1997,Over 30,1997-11-09,Bulington II,Harvard Veterans,2,2,1430.7,1507.7,1434.2,1504.2
Fall 1997,Over 30,1997-11-09,Revere International,Billerica Rovers,3,1,1519.8,1534.2,1536.4,1517.5
Fall 1997,Over 30,1997-11-09,Danver Internationals,Dracut,2,0,1561.0,1446.7,1571.9,1435.8
Fall 1997,Over 30,1997-11-09,Hollis Overlooked,Andover Green,2,2,1474.9,1553.7,1478.5,1550.1
Fall 1997,Over 30,1997-11-09,Londonderry Pacers,Pepperell,5,0,1578.2,1400.7,1586.7,1392.2
Fall 1997,Over 30,1997-11-09,Wilmington Wildmen,Westford,1,5,1451.3,1541.3,1439.3,1553.2
Fall 1997,Over 30,1997-11-09,"Merrimac, MA","Merrimack,NH",6,0,1560.2,1380.3,1568.6,1371.9
Fall 1997,Over 30,1997-11-09,North Reading,Woburn Strikers,3,2,1435.6,1461.8,1452.8,1444.6
Fall 1997,Over 30,1997-11-09,DePortivo ACA of Lowell,Windham,3,2,1559.8,1602.3,1577.8,1584.4
Fall 1998,Over 40,1998-08-30,Rovers SC,Melrose,1,1,1500,1500,1500.0,1500.0
Fall 1998,Over 40,1998-08-30,Everett Cobras,North Andover Masters,2,4,1500,1500,1484.0,1516.0
Fall 1998,Over 40,1998-08-30,Lowell Carcara,Nashua Granite St.Int.A,2,0,1500,1500,1516.0,1484.0
Fall 1998,Over 40,1998-08-30,Wellesley Masters,Needham United Masters,2,7,1500,1500,1484.0,1516.0
Fall 1998,Over 40,1998-08-30,Acton-Boxboro United,Cambridge City Masters,1,6,1500,1500,1484.0,1516.0
Fall 1998,Over 40,1998-08-30,Framingham International,Framingham United,0,0,1500,1500,1500.0,1500.0
Fall 1998,Over 40,1998-08-30,Dracut o-40,PAC Lowell Masters,1,2,1500,1500,1484.0,1516.0
Fall 1998,Over 40,1998-08-30,FC Juventus,Stoneham Masters SC,2,5,1500,1500,1484.0,1516.0
Fall 1998,Over 40,1998-08-30,Andover United Masters,Seacoast United SC,2,0,1541.1,1500,1555.2,1485.9
Fall 1998,Over 40,1998-08-30,Stoughton CLC o-40,Canton United,1,2,1521.6,1500,1504.6,1517.0
Fall 1998,Over 40,1998-08-30,Easton Masters,Brockton City FC,3,0,1562.9,1512.1,1576.6,1498.4
Fall 1998,Over 40,1998-08-30,Newton United Masters,Wayland Warriors,2,0,1470.6,1517.1,1488.8,1499.0
Fall 1998,Over 40,1998-08-30,Westford Grey Goats,Danvers Masters,0,2,1500,1500,1484.0,1516.0
Fall 1998,Over 40,1998-08-30,USA International FC,North Andover FC,1,5,1500,1500,1484.0,1516.0
Fall 1998,Over 40,1998-08-30,Tewksbury Independent,Woburn Masters,0,1,1507.2,1459.2,1489.0,1477.4
Fall 1998,Over 40,1998-08-30,Needham Masters I,Harvard Elders,0,2,1500,1500,1484.0,1516.0
Fall 1998,Over 40,1998-08-30,Acton-Boxboro United II,Sudbury Masters,3,1,1555.3,1500,1568.8,1486.5
Fall 1998,Over 40,1998-08-30,Marshfield o-40,Nashoba Regionals,2,2,1500,1444.9,1497.5,1447.5
Fall 1998,Over 40,1998-08-30,Andover Gold,Saugus United,3,3,1491.4,1500,1491.8,1499.6
Fall 1998,Over 40,1998-08-30,Pepperell Masters,Burlington,0,3,1463.7,1500,1449.4,1514.3
Fall 1998,Over 40,1998-08-30,Wilmington United,Lynnfield Raiders,1,1,1488.3,1500,1488.8,1499.5
Fall 1998,Over 40,1998-08-30,Hopkinton Raiders,Sherborn Masters,0,1,1481.3,1521.6,1467.1,1535.8
Fall 1998,Over 40,1998-08-30,Belmont Kickers,Holliston o-40,5,3,1468.8,1500,1486.2,1482.6
Fall 1998,Over 40,1998-08-30,Shrewsbury,Hopkinton Masters,3,3,1487.3,1500,1487.8,1499.4
Fall 1998,Over 40,1998-08-30,Nashua Absolute,Groton/Dunstable,2,0,1550.3,1491.4,1563.6,1478.1
Fall 1998,Over 40,1998-08-30,North Reading II,North Reading Cobras,2,1,1456.5,1487.3,1473.9,1469.8
Fall 1998,Over 40,1998-08-30,Melrose Good Guys,Andover Green Masters,1,1,1442.1,1476.1,1443.7,1474.5
Fall 1998,Over 40,1998-08-30,Westwood Masters,Needham Masters II,1,3,1516.3,1462.3,1497.8,1480.8
Fall 1998,Over 40,1998-08-30,Sudbury Blast,Natick Masters,2,6,1500,1468.6,1482.6,1486.0
Fall 1998,Over 40,1998-08-30,Newton Spurs,Mansfield United,1,0,1452.9,1532.0,1472.5,1512.4
Fall 1998,Over 40,1998-08-30,Westford,Marblehead Masters,0,5,1500,1500,1484.0,1516.0
Fall 1998,Over 40,1998-08-30,Peabody Spartans II,Everett Cobras II,2,2,1500,1500,1500.0,1500.0
Fall 1998,Over 40,1998-08-30,Newton/Watertown,Medway,2,0,1500,1500,1516.0,1484.0
Fall 1998,Over 40,1998-08-30,Norton,Dedham,1,10,1500,1500,1484.0,1516.0
Fall 1998,Over 30,1998-08-30,Ipswich Town,Marblehead,4,1,1500,1500,1516.0,1484.0
Fall 1998,Over 30,1998-08-30,Arlington United,Stoneham SC,1,2,1500,1500,1484.0,1516.0
Fall 1998,Over 30,1998-08-30,Wakefield Bulldogs,Nashua World Cup,3,1,1500,1500,1516.0,1484.0
Fall 1998,Over 30,1998-08-30,Seacoast FC,PAC Lowell,1,0,1540.8,1506.7,1555.2,1492.3
Fall 1998,Over 30,1998-08-30,North Andover Hotspurs,Salem,2,1,1517.4,1524.9,1533.7,1508.5
Fall 1998,Over 30,1998-08-30,Danvers Internationals,Peabody Spartans,5,3,1500,1500,1516.0,1484.0
Fall 1998,Over 30,1998-08-30,Braintree Celtic,Boston United,3,5,1500,1500,1484.0,1516.0
Fall 1998,Over 30,1998-08-30,Cambridge City,Rockland,1,5,1500,1500,1484.0,1516.0
Fall 1998,Over 30,1998-08-30,Duxbury SC,Stoughton CLC,2,2,1500,1500,1500.0,1500.0
Fall 1998,Over 30,1998-08-30,Atletico North Chelmsford,Peabody Sporting Club,2,4,1450.7,1459.6,1435.1,1475.2
Fall 1998,Over 30,1998-08-30,Ipswich White,Revere International,1,5,1500,1521.9,1485.0,1536.8
Fall 1998,Over 30,1998-08-30,Harvard Veterans,Billerica Rovers,0,0,1502.5,1510.5,1502.9,1510.1
Fall 1998,Over 30,1998-08-30,Hopkinton SC,Irish Village Brighton,0,2,1500,1500,1484.0,1516.0
Fall 1998,Over 30,1998-08-30,Newton (Artemis),Holliston,0,2,1500,1500,1484.0,1516.0
Fall 1998,Over 30,1998-08-30,Walpole Tee-T's,Wellesley Black Rhinos,2,0,1500,1500,1516.0,1484.0
Fall 1998,Over 30,1998-08-30,Bulington II,Andover White,2,0,1460.5,1500,1478.3,1482.2
Fall 1998,Over 30,1998-08-30,Dracut,Londonderry Pacers,4,4,1461.5,1552.0,1465.5,1547.9
Fall 1998,Over 30,1998-08-30,Tewksbury Blues,Westford FC,2,6,1500,1500,1484.0,1516.0
Fall 1998,Over 30,1998-08-30,Hudson,Concord United,0,2,1500,1500,1484.0,1516.0
Fall 1998,Over 30,1998-08-30,Sudbury,South Shore United SC,2,4,1500,1500,1484.0,1516.0
Fall 1998,Over 30,1998-08-30,Needham Thistles,Westwood,2,3,1500,1500,1484.0,1516.0
Fall 1998,Over 30,1998-08-30,Hollis Overlooked,Merrimac o-30,0,2,1487.1,1500,1471.7,1515.4
Fall 1998,Over 30,1998-08-30,Medford Atomic,Windham,1,2,1500,1550.6,1486.3,1564.3
Fall 1998,Over 30,1998-08-30,DePortivo ACA (Lowell),Andover Green,3,2,1500,1530.1,1517.4,1512.7
Fall 1998,Over 30,1998-08-30,Rockland Rock,Abbot Celtic,12,0,1500,1500,1516.0,1484.0
Fall 1998,Over 30,1998-08-30,Boston Olympic,Acton Gold,0,0,1500,1500,1500.0,1500.0
Fall 1998,Over 30,1998-08-30,Natick United,Westboro Suds,2,3,1500,1500,1484.0,1516.0
Fall 1998,Over 30,1998-08-30,Manchester United,Wilmington Wildmen,2,2,1500,1463.6,1498.3,1465.3
Fall 1998,Over 30,1998-08-30,North Reading,Pepperell,2,2,1471.7,1435.3,1470.0,1437.0
Fall 1998,Over 30,1998-08-30,Woburn Strikers,"Merrimack,NH",6,0,1466.7,1423.1,1480.7,1409.1
Fall 1998,Over 30,1998-08-30,Needham Azzurri,Newton United,2,0,1500,1500,1516.0,1484.0
Fall 1998,Over 30,1998-08-30,South Boston Bohemians,Easton United,13,3,1500,1500,1516.0,1484.0
Fall 1998,Over 30,1998-08-30,Foxboro United,Lexington-Lamia United,5,6,1500,1500,1484.0,1516.0
Fall 1998,Over 48,1998-08-30,Nashua GSI Seniors,Tewksbury Grand Masters,8,1,1500,1500.4,1516.0,1484.4
Fall 1998,Over 48,1998-08-30,N.Andover Grand Masters,Methuen United,0,2,1509.6,1490.0,1492.7,1506.9
Fall 1998,Over 48,1998-08-30,Dracut o-50,Billerica Roarin 50's,0,7,1500,1500,1484.0,1516.0
Fall 1998,Over 48,1998-08-30,Andover,Peabody Gold,1,6,1500,1500,1484.0,1516.0
Fall 1998,Over 40,1998-09-13,Melrose,Everett Cobras,2,2,1500.0,1484.0,1499.3,1484.7
Fall 1998,Over 40,1998-09-13,Nashua Granite St.Int.A,Rovers SC,2,2,1484.0,1500.0,1484.7,1499.3
Fall 1998,Over 40,1998-09-13,North Andover Masters,Lowell Carcara,4,3,1516.0,1516.0,1532.0,1500.0
Fall 1998,Over 40,1998-09-13,Needham United Masters,Acton-Boxboro United,1,2,1516.0,1484.0,1498.5,1501.5
Fall 1998,Over 40,1998-09-13,Framingham United,Wellesley Masters,5,2,1500.0,1484.0,1515.3,1468.7
Fall 1998,Over 40,1998-09-13,Cambridge City Masters,Framingham International,5,1,1516.0,1500.0,1531.3,1484.7
Fall 1998,Over 40,1998-09-13,PAC Lowell Masters,FC Juventus,2,4,1516.0,1484.0,1498.5,1501.5
Fall 1998,Over 40,1998-09-13,Seacoast United SC,Dracut o-40,6,3,1485.9,1484.0,1501.8,1468.1
Fall 1998,Over 40,1998-09-13,Stoneham Masters SC,Andover United Masters,5,1,1516.0,1555.2,1533.8,1537.4
Fall 1998,Over 40,1998-09-13,Canton United,Easton Masters,2,3,1517.0,1576.6,1503.7,1589.9
Fall 1998,Over 40,1998-09-13,Wayland Warriors,Stoughton CLC o-40,5,2,1499.0,1504.6,1515.2,1488.3
Fall 1998,Over 40,1998-09-13,Brockton City FC,Newton United Masters,0,1,1498.4,1488.8,1482.0,1505.2
Fall 1998,Over 40,1998-09-13,Danvers Masters,USA International FC,4,1,1516.0,1484.0,1530.5,1469.5
Fall 1998,Over 40,1998-09-13,Woburn Masters,Westford Grey Goats,0,5,1477.4,1484.0,1461.7,1499.7
Fall 1998,Over 40,1998-09-13,North Andover FC,Tewksbury Independent,4,4,1516.0,1489.0,1514.8,1490.2
Fall 1998,Over 40,1998-09-13,Harvard Elders,Acton-Boxboro United II,2,2,1516.0,1568.8,1518.4,1566.3
Fall 1998,Over 40,1998-09-13,Nashoba Regionals,Needham Masters I,2,1,1447.5,1484.0,1465.1,1466.3
Fall 1998,Over 40,1998-09-13,Sudbury Masters,Marshfield o-40,1,1,1486.5,1497.5,1487.0,1497.0
Fall 1998,Over 40,1998-09-13,Saugus United,Pepperell Masters,0,4,1499.6,1449.4,1481.3,1467.7
Fall 1998,Over 40,1998-09-13,Lynnfield Raiders,Andover Gold,1,4,1499.5,1491.8,1483.1,1508.2
Fall 1998,Over 40,1998-09-13,Burlington,Wilmington United,1,0,1514.3,1488.8,1529.2,1474.0
Fall 1998,Over 40,1998-09-13,Sherborn Masters,Belmont Kickers,2,2,1535.8,1486.2,1533.5,1488.5
Fall 1998,Over 40,1998-09-13,Hopkinton Masters,Hopkinton Raiders,1,3,1499.4,1467.1,1481.9,1484.6
Fall 1998,Over 40,1998-09-13,Holliston o-40,Shrewsbury,1,1,1482.6,1487.8,1482.8,1487.6
Fall 1998,Over 40,1998-09-13,Groton/Dunstable,North Reading II,0,0,1478.1,1473.9,1477.9,1474.1
Fall 1998,Over 40,1998-09-13,Andover Green Masters,Nashua Absolute,0,5,1474.5,1563.6,1462.5,1575.6
Fall 1998,Over 40,1998-09-13,North Reading Cobras,Melrose Good Guys,7,1,1469.8,1443.7,1484.6,1428.9
Fall 1998,Over 40,1998-09-13,Needham Masters II,Sudbury Blast,1,1,1480.8,1482.6,1480.8,1482.5
Fall 1998,Over 40,1998-09-13,Mansfield United,Westwood Masters,1,2,1512.4,1497.8,1495.7,1514.5
Fall 1998,Over 40,1998-09-13,Natick Masters,Newton Spurs,4,1,1486.0,1472.5,1501.4,1457.1
Fall 1998,Over 40,1998-09-13,Everett Cobras II,Marblehead Masters,3,2,1500.0,1516.0,1516.7,1499.3
Fall 1998,Over 40,1998-09-13,Peabody Spartans II,Westford,11,0,1500.0,1484.0,1515.3,1468.7
Fall 1998,Over 40,1998-09-13,Dedham,Medway,1,0,1516.0,1484.0,1530.5,1469.5
Fall 1998,Over 40,1998-09-13,Norton,Newton/Watertown,2,4,1484.0,1516.0,1469.5,1530.5
Fall 1998,Over 30,1998-09-13,Marblehead,Arlington United,5,0,1484.0,1484.0,1500.0,1468.0
Fall 1998,Over 30,1998-09-13,Nashua World Cup,Ipswich Town,1,0,1484.0,1516.0,1501.5,1498.5
Fall 1998,Over 30,1998-09-13,Stoneham SC,Wakefield Bulldogs,3,1,1516.0,1516.0,1532.0,1500.0
Fall 1998,Over 30,1998-09-13,PAC Lowell,North Andover Hotspurs,0,2,1492.3,1533.7,1478.2,1547.8
Fall 1998,Over 30,1998-09-13,Peabody Spartans,Seacoast FC,0,4,1484.0,1555.2,1471.2,1568.0
Fall 1998,Over 30,1998-09-13,Salem,Danvers Internationals,3,2,1508.5,1516.0,1524.9,1499.7
Fall 1998,Over 30,1998-09-13,Boston United,Cambridge City,1,2,1516.0,1484.0,1498.5,1501.5
Fall 1998,Over 30,1998-09-13,Stoughton CLC,Braintree Celtic,0,2,1500.0,1484.0,1483.3,1500.7
Fall 1998,Over 30,1998-09-13,Rockland,Duxbury SC,0,2,1516.0,1500.0,1499.3,1516.7
Fall 1998,Over 30,1998-09-13,Peabody Sporting Club,Ipswich White,0,2,1475.2,1485.0,1459.6,1500.6
Fall 1998,Over 30,1998-09-13,Billerica Rovers,Atletico North Chelmsford,1,2,1510.1,1435.1,1490.7,1454.5
Fall 1998,Over 30,1998-09-13,Revere International,Harvard Veterans,3,1,1536.8,1502.9,1551.3,1488.4
Fall 1998,Over 30,1998-09-13,Irish Village Brighton,Newton (Artemis),2,1,1516.0,1484.0,1530.5,1469.5
Fall 1998,Over 30,1998-09-13,Wellesley Black Rhinos,Hopkinton SC,3,1,1484.0,1484.0,1500.0,1468.0
Fall 1998,Over 30,1998-09-13,Holliston,Walpole Tee-T's,2,2,1516.0,1516.0,1516.0,1516.0
Fall 1998,Over 30,1998-09-13,Andover White,Dracut,0,2,1482.2,1465.5,1465.4,1482.3
Fall 1998,Over 30,1998-09-13,Westford FC,Bulington II,2,0,1516.0,1478.3,1530.3,1464.1
Fall 1998,Over 30,1998-09-13,Londonderry Pacers,Tewksbury Blues,3,2,1547.9,1484.0,1561.0,1470.9
Fall 1998,Over 30,1998-09-13,Concord United,Sudbury,2,0,1516.0,1484.0,1530.5,1469.5
Fall 1998,Over 30,1998-09-13,Westwood,Hudson,2,1,1516.0,1484.0,1530.5,1469.5
Fall 1998,Over 30,1998-09-13,South Shore United SC,Needham Thistles,4,0,1516.0,1484.0,1530.5,1469.5
Fall 1998,Over 30,1998-09-13,Merrimac o-30,Medford Atomic,4,1,1515.4,1486.3,1530.1,1471.7
Fall 1998,Over 30,1998-09-13,Andover Green,Hollis Overlooked,2,2,1512.7,1471.7,1510.8,1473.5
Fall 1998,Over 30,1998-09-13,Windham,DePortivo ACA (Lowell),2,2,1564.3,1517.4,1562.2,1519.5
Fall 1998,Over 30,1998-09-13,Abbot Celtic,Boston Olympic,1,4,1484.0,1500.0,1468.7,1515.3
Fall 1998,Over 30,1998-09-13,Westboro Suds,Rockland Rock,1,5,1516.0,1516.0,1500.0,1532.0
Fall 1998,Over 30,1998-09-13,Acton Gold,Natick United,5,2,1500.0,1484.0,1515.3,1468.7
Fall 1998,Over 30,1998-09-13,Wilmington Wildmen,North Reading,0,2,1465.3,1470.0,1449.5,1485.8
Fall 1998,Over 30,1998-09-13,"Merrimack,NH",Manchester United,2,0,1409.1,1498.3,1429.1,1478.3
Fall 1998,Over 30,1998-09-13,Pepperell,Woburn Strikers,1,2,1437.0,1480.7,1423.0,1494.7
Fall 1998,Over 30,1998-09-13,Newton United,South Boston Bohemians,0,3,1484.0,1516.0,1469.5,1530.5
Fall 1998,Over 30,1998-09-13,Lexington-Lamia United,Needham Azzurri,1,3,1516.0,1516.0,1500.0,1532.0
Fall 1998,Over 30,1998-09-13,Easton United,Foxboro United,2,4,1484.0,1484.0,1468.0,1500.0
Fall 1998,Over 48,1998-09-13,Tewksbury Grand Masters,N.Andover Grand Masters,3,1,1484.4,1492.7,1500.8,1476.3
Fall 1998,Over 48,1998-09-13,Billerica Roarin 50's,Nashua GSI Seniors,2,5,1516.0,1516.0,1500.0,1532.0
Fall 1998,Over 48,1998-09-13,Methuen United,Dracut o-50,5,1,1506.9,1484.0,1521.8,1469.1
Fall 1998,Over 48,1998-09-13,Andover,Georgetown,1,5,1484.0,1500,1468.7,1515.3
Fall 1998,Over 48,1998-09-13,Nashua,Peabody Gold,0,2,1500,1516.0,1484.7,1531.3
Fall 1998,Over 40,1998-09-20,Lowell Carcara,Melrose,5,0,1500.0,1499.3,1516.0,1483.3
Fall 1998,Over 40,1998-09-20,Everett Cobras,Rovers SC,6,2,1484.7,1499.3,1501.4,1482.6
Fall 1998,Over 40,1998-09-20,Nashua Granite St.Int.A,North Andover Masters,2,0,1484.7,1532.0,1502.9,1513.8
Fall 1998,Over 40,1998-09-20,Framingham International,Needham United Masters,0,0,1484.7,1498.5,1485.4,1497.9
Fall 1998,Over 40,1998-09-20,Acton-Boxboro United,Wellesley Masters,2,2,1501.5,1468.7,1500.0,1470.2
Fall 1998,Over 40,1998-09-20,Framingham United,Cambridge City Masters,2,4,1515.3,1531.3,1500.0,1546.5
Fall 1998,Over 40,1998-09-20,Andover United Masters,PAC Lowell Masters,0,4,1537.4,1498.5,1519.7,1516.3
Fall 1998,Over 40,1998-09-20,FC Juventus,Dracut o-40,3,1,1501.5,1468.1,1515.9,1453.6
Fall 1998,Over 40,1998-09-20,Seacoast United SC,Stoneham Masters SC,4,6,1501.8,1533.8,1487.3,1548.3
Fall 1998,Over 40,1998-09-20,Newton United Masters,Canton United,0,1,1505.2,1503.7,1489.1,1519.8
Fall 1998,Over 40,1998-09-20,Easton Masters,Stoughton CLC o-40,4,2,1589.9,1488.3,1601.3,1476.9
Fall 1998,Over 40,1998-09-20,Wayland Warriors,Brockton City FC,0,2,1515.2,1482.0,1497.7,1499.5
Fall 1998,Over 40,1998-09-20,Tewksbury Independent,Danvers Masters,0,10,1490.2,1530.5,1476.1,1544.7
Fall 1998,Over 40,1998-09-20,USA International FC,Westford Grey Goats,1,3,1469.5,1499.7,1454.9,1514.3
Fall 1998,Over 40,1998-09-20,Woburn Masters,North Andover FC,0,2,1461.7,1514.8,1448.1,1528.3
Fall 1998,Over 40,1998-09-20,Marshfield o-40,Harvard Elders,2,6,1497.0,1518.4,1482.0,1533.4
Fall 1998,Over 40,1998-09-20,Acton-Boxboro United II,Needham Masters I,6,1,1566.3,1466.3,1577.9,1454.8
Fall 1998,Over 40,1998-09-20,Nashoba Regionals,Sudbury Masters,0,2,1465.1,1487.0,1450.1,1502.0
Fall 1998,Over 40,1998-09-20,Wilmington United,Saugus United,0,3,1474.0,1481.3,1458.3,1497.0
Fall 1998,Over 40,1998-09-20,Pepperell Masters,Andover Gold,4,0,1467.7,1508.2,1485.6,1490.3
Fall 1998,Over 40,1998-09-20,Lynnfield Raiders,Burlington,0,5,1483.1,1529.2,1469.2,1543.1
Fall 1998,Over 40,1998-09-20,Shrewsbury,Sherborn Masters,1,0,1487.6,1533.5,1505.7,1515.4
Fall 1998,Over 40,1998-09-20,Belmont Kickers,Hopkinton Raiders,4,0,1488.5,1484.6,1504.3,1468.8
Fall 1998,Over 40,1998-09-20,Hopkinton Masters,Holliston o-40,0,3,1481.9,1482.8,1466.0,1498.8
Fall 1998,Over 40,1998-09-20,Melrose Good Guys,Groton/Dunstable,2,2,1428.9,1477.9,1431.1,1475.7
Fall 1998,Over 40,1998-09-20,North Reading II,Nashua Absolute,0,4,1474.1,1575.6,1462.7,1587.1
Fall 1998,Over 40,1998-09-20,Andover Green Masters,North Reading Cobras,2,2,1462.5,1484.6,1463.5,1483.6
Fall 1998,Over 40,1998-09-20,Newton Spurs,Needham Masters II,2,2,1457.1,1480.8,1458.2,1479.7
Fall 1998,Over 40,1998-09-20,Sudbury Blast,Westwood Masters,1,3,1482.5,1514.5,1467.9,1529.0
Fall 1998,Over 40,1998-09-20,Mansfield United,Natick Masters,1,4,1495.7,1501.4,1480.0,1517.1
Fall 1998,Over 40,1998-09-20,Marblehead Masters,Peabody Spartans II,0,4,1499.3,1515.3,1484.0,1530.5
Fall 1998,Over 40,1998-09-20,Medway,Norton,4,1,1469.5,1469.5,1485.5,1453.5
Fall 1998,Over 40,1998-09-20,Newton/Watertown,Dedham,5,0,1530.5,1530.5,1546.5,1514.5
Fall 1998,Over 30,1998-09-20,Wakefield Bulldogs,Marblehead,2,2,1500.0,1500.0,1500.0,1500.0
Fall 1998,Over 30,1998-09-20,Arlington United,Ipswich Town,0,3,1468.0,1498.5,1453.4,1513.1
Fall 1998,Over 30,1998-09-20,Nashua World Cup,Stoneham SC,1,2,1501.5,1532.0,1486.9,1546.6
Fall 1998,Over 30,1998-09-20,Danvers Internationals,PAC Lowell,2,5,1499.7,1478.2,1482.7,1495.2
Fall 1998,Over 30,1998-09-20,North Andover Hotspurs,Seacoast FC,0,0,1547.8,1568.0,1548.7,1567.0
Fall 1998,Over 30,1998-09-20,Peabody Spartans,Salem,3,5,1471.2,1524.9,1457.7,1538.4
Fall 1998,Over 30,1998-09-20,Duxbury SC,Boston United,5,3,1516.7,1498.5,1531.9,1483.4
Fall 1998,Over 30,1998-09-20,Cambridge City,Braintree Celtic,1,1,1501.5,1500.7,1501.4,1500.8
Fall 1998,Over 30,1998-09-20,Stoughton CLC,Rockland,3,2,1483.3,1499.3,1500.0,1482.5
Fall 1998,Over 30,1998-09-20,Harvard Veterans,Peabody Sporting Club,1,0,1488.4,1459.6,1503.1,1444.9
Fall 1998,Over 30,1998-09-20,Ipswich White,Atletico North Chelmsford,3,1,1500.6,1454.5,1514.4,1440.6
Fall 1998,Over 30,1998-09-20,Billerica Rovers,Revere International,1,4,1490.7,1551.3,1477.5,1564.5
Fall 1998,Over 30,1998-09-20,Walpole Tee-T's,Irish Village Brighton,1,2,1516.0,1530.5,1500.7,1545.9
Fall 1998,Over 30,1998-09-20,Newton (Artemis),Hopkinton SC,3,3,1469.5,1468.0,1469.4,1468.1
Fall 1998,Over 30,1998-09-20,Wellesley Black Rhinos,Holliston,1,0,1500.0,1516.0,1516.7,1499.3
Fall 1998,Over 30,1998-09-20,Tewksbury Blues,Andover White,3,2,1470.9,1465.4,1486.7,1449.7
Fall 1998,Over 30,1998-09-20,Dracut,Bulington II,2,0,1482.3,1464.1,1497.5,1448.9
Fall 1998,Over 30,1998-09-20,Westford FC,Londonderry Pacers,0,0,1530.3,1561.0,1531.7,1559.6
Fall 1998,Over 30,1998-09-20,Needham Thistles,Concord United,0,3,1469.5,1530.5,1456.3,1543.7
