season,age_group,date,home_team,away_team,home_goals,away_goals,elo_home_before,elo_away_before,elo_home_after,elo_away_after
Spring 2021,Over 55,2021-05-16,MADBoys,Peabody Gold,2,forfeit,1604.2,1533.9,1617.0,1521.1
Spring 2021,Over 55,2021-05-16,Lynnfield F.C. Spartans,Pepperell Celtic,3,2,1605.9,1452.8,1615.3,1443.4
Spring 2021,Over 55,2021-05-16,Lexington Regal Eagles,Nashoba,5,1,1572.2,1434.6,1582.2,1424.7
Spring 2021,Over 55,2021-05-16,New England Evolution,Sudbury Thistle AC,3,0,1522.5,1432.8,1534.5,1420.8
Spring 2021,Over 55,2021-05-16,Framingham United,Wayland wahootee,0,0,1392.0,1447.6,1394.5,1445.1
Spring 2021,Over 55,2021-05-16,Medway MOB,Hopkinton OF Soccer Club,3,1,1602.6,1475.2,1613.0,1464.8
Spring 2021,Over 55,2021-05-16,Shake-Shake FC over-55,Warthog Wisdom,9,0,1644.9,1439.5,1652.4,1432.0
Spring 2021,Over 62,2021-05-16,Warthog Wonders,Raynham,1,4,1535.9,1694.4,1526.7,1703.6
Spring 2021,Over 62,2021-05-16,Boston Villa FC,Everett O63,2,forfeit,1561.3,1522.5,1575.5,1508.3
Spring 2021,Over 62,2021-05-16,Hopkinton OF,Lynnfield,1,4,1463.5,1568.2,1452.1,1579.5
Spring 2021,Over 62,2021-05-16,Dirty Groton Scoundrels,GRandOVER 63,0,4,1453.6,1444.4,1437.2,1460.8
Spring 2021,Over 62,2021-05-16,Burlington 0-63,Peabody Gold 63,1,5,1423.7,1497.4,1411.0,1510.1
Spring 2021,Over 62,2021-05-16,North Andover FC over-62,Beverly Veterans,3,1,1575.3,1507.4,1588.2,1494.5
Spring 2021,Over 62,2021-05-16,Harvard 0-63,Framingham,4,1,1427.9,1336.2,1439.7,1324.3
Spring 2021,Over 62,2021-05-16,Needham Relics,LFC Pioneers # review referee,2,2,1459.3,1500,1461.1,1498.1
Spring 2021,Over 62,2021-05-16,GPS Gold FC,Medway MOB,6,0,1657.2,1488.6,1666.0,1479.8
Spring 2021,Over 62,2021-05-16,Wayland Spirit,Lexington,0,5,1399.7,1459.7,1386.5,1473.0
Spring 2021,Over 40,2021-05-23,Peabody Sporting Club,Danvers United FC,1,0,1588.9,1482.0,1600.1,1470.7
Spring 2021,Over 40,2021-05-23,Kel Kau Masters,Cambridge FC,2,forfeit,1619.1,1457.2,1628.2,1448.2
Spring 2021,Over 40,2021-05-23,Riverwalk F.C.,Boston White Eagles,1,0,1588.0,1486.5,1599.4,1475.0
Spring 2021,Over 40,2021-05-23,Concord United Masters,Arlington Pond Dawgz # review referee,4,3,1502.1,1489.4,1517.5,1474.0
Spring 2021,Over 40,2021-05-23,F C Bayern,Natick Rovers FC,4,2,1632.9,1524.8,1644.1,1513.7
Spring 2021,Over 40,2021-05-23,Newton Brigada,Fernandes FC O40,4,2,1572.4,1510.3,1585.6,1497.2
Spring 2021,Over 40,2021-05-23,Criciuma Boston,Ashland OFC,0,0,1569.9,1461.8,1565.1,1466.6
Spring 2021,Over 40,2021-05-23,Framingham Independiente,Crafty Veterans,1,8,1449.2,1633.1,1440.9,1641.3
Spring 2021,Over 40,2021-05-23,Lexington Eagles,Westford FC,3,0,1533.6,1449.8,1545.8,1437.6
Spring 2021,Over 40,2021-05-23,P.A.C. Lowell,Topsfield,3,1,1513.1,1528.8,1529.8,1512.1
Spring 2021,Over 40,2021-05-23,CHARRUA FC,Winchester Town Footballers,5,4,1523.8,1535.4,1540.4,1518.9
Spring 2021,Over 40,2021-05-23,Medfield FC,United International,4,4,1494.2,1447.7,1492.1,1449.8
Spring 2021,Over 40,2021-05-23,FUFC,Wayland Wahoo,4,1,1570.9,1460.5,1582.0,1449.4
Spring 2021,Over 40,2021-05-23,Shrewsbury,Albania United Veterans,2,3,1496.5,1523.5,1481.7,1538.3
Spring 2021,Over 40,2021-05-23,Celtic Masters,New Bedford Sports club,1,3,1431.0,1550.6,1420.3,1561.3
Spring 2021,Over 40,2021-05-23,Lynnfield FC,Eastern FC Old Boys,2,3,1492.9,1571.0,1480.4,1583.5
Spring 2021,Over 40,2021-05-23,Andover Gold,Kendall Wanderers,1,2,1451.4,1581.8,1441.1,1592.1
Spring 2021,Over 40,2021-05-23,FC Old Skool,North Reading Cobras,3,0,1498.8,1448.3,1512.5,1434.6
Spring 2021,Over 40,2021-05-23,Hudson United,Irish Village,0,3,1450.8,1537.4,1438.7,1549.5
Spring 2021,Over 40,2021-05-23,Hopkinton Hotspur,Westham United,4,1,1592.2,1521.1,1605.0,1508.3
Spring 2021,Over 40,2021-05-23,Georgetown FC,Cantona North,1,3,1501.4,1428.3,1482.1,1447.6
Spring 2021,Over 40,2021-05-23,North Andover FC,Charlestown FC,6,1,1578.6,1505.5,1591.3,1492.8
Spring 2021,Over 40,2021-05-23,Persepolis,FC Needham United,4,1,1581.9,1449.8,1592.1,1439.6
Spring 2021,Over 40,2021-05-23,Milton International,FIMA FC,1,2,1598.0,1561.2,1580.3,1578.9
Spring 2021,Over 40,2021-05-23,Westwood Masters,Medway,2,3,1440.0,1452.8,1424.6,1468.2
Spring 2021,Over 40,2021-05-23,Cabo Verde FC,Mansfield United,2,1,1573.7,1477.5,1585.4,1465.9
Spring 2021,Over 40,2021-05-23,Medford United,Melrose United,0,2,1515.2,1440.4,1495.8,1459.8
Spring 2021,Over 40,2021-05-23,FC Newburyport Brew,Hurricane SC,5,8,1439.4,1491.2,1425.8,1504.8
Spring 2021,Over 40,2021-05-23,Wen Ham United FC,Marblehead,1,6,1373.7,1513.5,1363.9,1523.4
Spring 2021,Over 40,2021-05-23,Peru Sports FC,West Roxbury United,3,0,1568.0,1533.0,1582.4,1518.6
Spring 2021,Over 40,2021-05-23,Hogs FC,Canary Square Veterans,2,forfeit,1447.1,1417.1,1461.7,1402.5
Spring 2021,Over 40,2021-05-23,Dover-Sherborn Masters,Vineyard FC # review referee,1,0,1496.4,1500,1512.5,1483.8
Spring 2021,Over 40,2021-05-23,Harvard Blues FC,Sudbury United,0,4,1449.4,1569.3,1438.7,1579.9
Spring 2021,Over 40,2021-05-23,Wahooligans FC,Acton-Boxboro United,0,2,1413.4,1471.5,1400.1,1484.9
Spring 2021,Over 40,2021-05-23,Woburn Tanners,MV FC,2,8,1363.2,1466.1,1351.8,1477.5
Spring 2021,Over 40,2021-05-23,Dirty Groton Scoundrels,New England International,2,5,1479.1,1595.1,1468.2,1606.0
Spring 2021,Over 40,2021-05-23,Medfield,Norfolk FC,1,1,1471.4,1579.1,1476.2,1574.3
Spring 2021,Over 40,2021-05-23,Needham FC,FC Franklin II,0,3,1433.7,1499.5,1420.7,1512.5
Spring 2021,Over 40,2021-05-23,Southborough FC,FC Walpole,0,5,1462.1,1506.5,1448.2,1520.4
Spring 2021,Over 40,2021-05-23,Franklin,MHFC,0,1,1495.8,1368.3,1474.2,1389.9
Spring 2021,Over 30,2021-05-23,Southie FC,FC Hudson,4,10,1459.2,1572.7,1448.3,1583.6
Spring 2021,Over 30,2021-05-23,P.A.C. Lowell,Lynnfield Azzurri,0,3,1433.3,1551.5,1422.6,1562.2
Spring 2021,Over 30,2021-05-23,Safira Soccer,Eastern FC,1,1,1593.1,1470.6,1587.7,1476.0
Spring 2021,Over 30,2021-05-23,Andover United,Hurricane SC,6,0,1545.5,1563.8,1562.4,1547.0
Spring 2021,Over 30,2021-05-23,Tudside FC,Harvest Soccer Club,4,2,1635.3,1430.2,1642.9,1422.7
Spring 2021,Over 30,2021-05-23,Needham United,Kendall Wanderers,4,4,1487.1,1560.6,1490.4,1557.3
Spring 2021,Over 30,2021-05-23,Portuguesa,Resenha FC,2,forfeit,1579.7,1479.7,1591.2,1468.2
Spring 2021,Over 30,2021-05-23,Sudbury FC,Meadowlark FC,2,1,1547.9,1471.9,1560.4,1459.4
Spring 2021,Over 30,2021-05-23,Os Amigos F.C.,Boa Vista FC,3,0,1524.6,1490.4,1539.0,1476.0
Spring 2021,Over 30,2021-05-23,Middlesex FC,S.S.C. Napoli,3,1,1507.3,1503.6,1523.1,1487.8
Spring 2021,Over 30,2021-05-23,Westford F.C.,Lowell United,0,6,1393.7,1576.4,1385.4,1584.7
Spring 2021,Over 30,2021-05-23,Medfield,Plymouth County United,5,0,1506.7,1432.1,1519.3,1419.5
Spring 2021,Over 30,2021-05-23,The Blues,Norfolk FC,2,5,1473.6,1494.0,1458.6,1509.0
Spring 2021,Over 30,2021-05-23,Rovers FC,Taunton Eagles Soccer Club,1,3,1535.8,1505.0,1518.4,1522.4
Spring 2021,Over 30,2021-05-23,Fernandes FC,Southside F.C.,2,forfeit,1581.3,1545.3,1595.7,1530.9
Spring 2021,Over 30,2021-05-23,The Villains,Harvard,5,1,1486.5,1411.4,1499.1,1398.8
Spring 2021,Over 30,2021-05-23,PRAIA KAPITAL,Cantona,2,1,1569.4,1489.1,1581.8,1476.7
Spring 2021,Over 30,2021-05-23,Lynnfield FC,Somerville FC,2,4,1384.2,1490.1,1373.0,1501.3
Spring 2021,Over 30,2021-05-23,Shake-Shake FC over-30,Plymouth FC,1,1,1583.7,1661.5,1587.3,1658.0
Spring 2021,Over 30,2021-05-23,Roots FC,The Friend's,0,5,1529.0,1583.3,1515.5,1596.9
Spring 2021,Over 30,2021-05-23,United International,Connemara United FC,2,1,1478.4,1493.3,1495.1,1476.6
Spring 2021,Over 30,2021-05-23,Needham Freedom,Holliston TK FC,6,1,1349.0,1357.1,1365.4,1340.8
Spring 2021,Over 48,2021-05-23,Melrose Good Guys,FC Boxford,2,forfeit,1574.2,1449.8,1584.8,1439.3
Spring 2021,Over 48,2021-05-23,Lexington Eagles,Concord United,0,2,1473.2,1622.3,1463.7,1631.8
Spring 2021,Over 48,2021-05-23,North Shore Celtic FC,Andover Grand Masters FC,2,2,1535.1,1576.8,1537.0,1574.9
Spring 2021,Over 48,2021-05-23,Stoneham Spartans Over 50,NS Internationals,2,0,1558.2,1467.6,1570.2,1455.7
Spring 2021,Over 48,2021-05-23,Belmont Old Boys,Stellar FC,2,1,1563.8,1578.0,1580.5,1561.4
Spring 2021,Over 48,2021-05-23,Weston,Crafty Veterans,1,2,1446.8,1591.3,1437.1,1601.0
Spring 2021,Over 48,2021-05-23,Shrewsbury Wanderers,Kel Kau,1,3,1582.4,1610.2,1567.7,1625.0
Spring 2021,Over 48,2021-05-23,FUFC Gray,Wayland wahootoo,2,2,1481.0,1438.3,1479.1,1440.3
Spring 2021,Over 48,2021-05-23,Medford Atomic,Harvard Blues FC,0,1,1484.6,1529.2,1470.6,1543.2
Spring 2021,Over 48,2021-05-23,Marblehead,Westford FC,3,0,1564.3,1576.2,1580.8,1559.7
Spring 2021,Over 48,2021-05-23,Hurricane SC,Pepperell Red Bulls,0,4,1417.7,1448.0,1403.1,1462.6
Spring 2021,Over 48,2021-05-23,Irish Village 50,Hudson Benfica,10,1,1512.3,1454.3,1525.6,1441.0
Spring 2021,Over 48,2021-05-23,Western Mass Lusitano,Fernandes FC O50,1,4,1418.6,1525.7,1407.4,1536.9
Spring 2021,Over 48,2021-05-23,Shake-Shake FC over-48,New Bedford Sports Club o50,4,1,1557.9,1655.7,1578.3,1635.3
Spring 2021,Over 48,2021-05-23,Winchester Town Fifties,S.S.C. Napoli,2,9,1523.0,1549.0,1508.2,1563.8
Spring 2021,Over 48,2021-05-23,Rovers Re-United,Hopkinton Grand Masters,1,1,1476.2,1474.6,1476.1,1474.7
Spring 2021,Over 48,2021-05-23,Northshore United Soccer Club,Lexington Golden Eagles,1,0,1468.0,1355.2,1478.9,1344.2
Spring 2021,Over 48,2021-05-23,Arlington Pond Dawgz,Westwood A.F.C.,6,4,1491.4,1447.6,1505.4,1433.6
Spring 2021,Over 48,2021-05-23,FIMA FC O50,FC Franklin O50,2,0,1509.0,1516.0,1525.3,1499.6
Spring 2021,Over 48,2021-05-23,Jamaica Plain FC,Milton,1,0,1423.4,1558.9,1445.4,1536.9
Spring 2021,Over 48,2021-05-23,Tewksbury Grand Masters,MGG O50,3,1,1404.4,1457.1,1422.8,1438.7
Spring 2021,Over 48,2021-05-23,North Reading,Sudbury AC,1,2,1359.1,1502.0,1349.4,1511.7
Spring 2021,Over 48,2021-05-23,Hurricane SC II,Nashoba,4,3,1556.5,1506.3,1570.2,1492.6
Spring 2021,Over 48,2021-05-23,Masco,Lynnfield FC O50 Raiders,1,5,1474.8,1497.9,1459.8,1512.8
Spring 2021,Over 48,2021-05-23,Warthog Legends,Albanian United Veterans,5,6,1492.0,1557.7,1479.0,1570.8
Spring 2021,Over 48,2021-05-23,West Roxbury United,Canary Square 50,5,0,1620.4,1427.7,1628.3,1419.7
Spring 2021,Over 48,2021-05-23,Canton United II,Raynham,1,2,1406.0,1446.5,1391.9,1460.6
Spring 2021,Over 55,2021-05-23,Raynham Veterans,MADBoys,0,7,1509.4,1617.0,1498.2,1628.2
Spring 2021,Over 55,2021-05-23,Juventus Club Everett,Concord United Veterans,0,2,1604.7,1674.0,1591.9,1686.8
Spring 2021,Over 55,2021-05-23,Peabody Gold,Arlington Pond Dawgz,4,1,1521.1,1426.6,1532.8,1414.9
Spring 2021,Over 55,2021-05-23,Pepperell Celtic,New England Evolution,1,1,1443.4,1534.5,1447.5,1530.4
Spring 2021,Over 55,2021-05-23,Nashoba,Lynnfield F.C. Spartans,2,4,1424.7,1615.3,1416.7,1623.3
Spring 2021,Over 55,2021-05-23,Sudbury Thistle AC,Lexington Regal Eagles,1,5,1420.8,1582.2,1411.8,1591.2
Spring 2021,Over 55,2021-05-23,Wayland wahootee,Shake-Shake FC over-55,0,6,1445.1,1652.4,1437.6,1659.9
Spring 2021,Over 55,2021-05-23,Hopkinton OF Soccer Club,Framingham United,1,1,1464.8,1394.5,1461.6,1397.7
Spring 2021,Over 55,2021-05-23,Warthog Wisdom,Medway MOB,1,5,1432.0,1613.0,1423.7,1621.4
Spring 2021,Over 62,2021-05-23,Raynham,Hopkinton OF,4,1,1703.6,1452.1,1709.6,1446.0
Spring 2021,Over 62,2021-05-23,Everett O63,Warthog Wonders,1,1,1508.3,1526.7,1509.1,1525.9
Spring 2021,Over 62,2021-05-23,Lynnfield,Boston Villa FC,2,2,1579.5,1575.5,1579.3,1575.7
Spring 2021,Over 62,2021-05-23,GRandOVER 63,North Andover FC over-62,2,5,1460.8,1588.2,1450.4,1598.6
Spring 2021,Over 62,2021-05-23,Peabody Gold 63,Dirty Groton Scoundrels,5,0,1510.1,1437.2,1522.8,1424.5
Spring 2021,Over 62,2021-05-23,Beverly Veterans,Burlington 0-63,9,0,1494.5,1411.0,1506.8,1398.8
Spring 2021,Over 62,2021-05-23,Lexington,Harvard 0-63,4,2,1473.0,1439.7,1487.5,1425.3
Spring 2021,Over 62,2021-05-23,Medway MOB,Needham Relics # review referee,5,0,1479.8,1461.8,1495.0,1446.6
Spring 2021,Over 62,2021-05-23,LFC Pioneers,GPS Gold FC,0,9,1485.1,1666.0,1476.7,1674.4
Spring 2021,Over 62,2021-05-23,Framingham,Wayland Spirit,4,3,1324.3,1386.5,1343.2,1367.6
Spring 2021,Over 30,2021-05-25,Taunton Eagles Soccer Club,Rovers FC,3,3,1522.4,1518.4,1522.2,1518.6
Spring 2021,Over 40,2021-05-26,Kendall Wanderers,Eastern FC Old Boys,0,0,1592.1,1583.5,1591.7,1583.9
Spring 2021,Over 40,2021-05-26,Medway,Mansfield United,2,0,1468.2,1465.9,1484.1,1450.0
Spring 2021,Over 40,2021-05-26,Franklin,FC Franklin II,0,0,1474.2,1512.5,1476.0,1510.8
Spring 2021,Over 30,2021-05-26,Safira Soccer,Andover United,1,1,1587.7,1562.4,1586.5,1563.5
Spring 2021,Over 30,2021-05-26,S.S.C. Napoli,Lowell United,1,3,1487.8,1584.7,1476.1,1596.3
Spring 2021,Over 40,2021-05-27,Concord United Masters,Boston White Eagles # review referee,2,1,1517.5,1500.4,1532.7,1485.2
Spring 2021,Over 30,2021-05-27,Sudbury FC,Boa Vista FC,2,forfeit,1560.4,1476.0,1572.6,1463.8
Spring 2021,Over 40,2021-05-28,FUFC,New Bedford Sports club,3,0,1582.0,1561.3,1597.0,1546.3
Spring 2021,Over 48,2021-05-30,Marblehead,Medford Atomic,2,1,1580.8,1470.6,1591.9,1459.5
Spring 2021,Over 62,2021-05-30,Burlington 0-63,Beverly Veterans,0,3,1398.8,1506.8,1387.6,1517.9
Spring 2021,Over 48,2021-06-01,Pepperell Red Bulls,Harvard Blues FC,6,0,1462.6,1543.2,1482.3,1523.5
Spring 2021,Over 48,2021-06-03,Stoneham Spartans Over 50,Concord United,3,0,1570.2,1631.8,1589.0,1613.0
Spring 2021,Over 48,2021-06-03,Marblehead,Harvard Blues FC,2,forfeit,1591.9,1523.5,1604.8,1510.6
Spring 2021,Over 55,2021-06-04,Hopkinton OF Soccer Club,Wayland wahootee,1,1,1461.6,1437.6,1460.5,1438.7
Spring 2021,Over 40,2021-06-06,Kel Kau Masters,Danvers United FC,9,1,1628.2,1470.7,1637.4,1461.5
Spring 2021,Over 40,2021-06-06,Cambridge FC,Peabody Sporting Club,1,6,1448.2,1600.1,1438.8,1609.5
Spring 2021,Over 40,2021-06-06,Boston White Eagles,Concord United Masters # review referee,2,3,1475.0,1523.9,1461.3,1537.6
Spring 2021,Over 40,2021-06-06,Riverwalk F.C.,Arlington Pond Dawgz,2,forfeit,1599.4,1460.8,1609.4,1450.9
Spring 2021,Over 40,2021-06-06,Newton Brigada,Natick Rovers FC,2,5,1585.6,1513.7,1566.3,1532.9
Spring 2021,Over 40,2021-06-06,Fernandes FC O40,F C Bayern,4,5,1497.2,1644.1,1487.6,1653.7
Spring 2021,Over 40,2021-06-06,Ashland OFC,Framingham Independiente,5,0,1466.6,1440.9,1481.4,1426.1
Spring 2021,Over 40,2021-06-06,Criciuma Boston,Crafty Veterans,1,5,1565.1,1641.3,1552.5,1653.9
Spring 2021,Over 40,2021-06-06,P.A.C. Lowell,Westford FC,2,forfeit,1529.8,1437.6,1541.6,1425.7
Spring 2021,Over 40,2021-06-06,Topsfield,Lexington Eagles,2,1,1512.1,1545.8,1529.7,1528.2
Spring 2021,Over 40,2021-06-06,Burlington,Winchester Town Footballers,3,3,1522.8,1518.9,1522.7,1519.1
Spring 2021,Over 40,2021-06-06,FUFC,United International,4,0,1597.0,1449.8,1606.6,1440.2
Spring 2021,Over 40,2021-06-06,Wayland Wahoo,Medfield FC,6,0,1449.4,1492.1,1467.4,1474.1
Spring 2021,Over 40,2021-06-06,Albania United Veterans,Celtic Masters,2,forfeit,1538.3,1420.3,1549.0,1409.5
Spring 2021,Over 40,2021-06-06,Shrewsbury,New Bedford Sports club,1,1,1481.7,1546.3,1484.7,1543.3
Spring 2021,Over 40,2021-06-06,Lynnfield FC,Andover Gold,3,1,1480.4,1441.1,1494.6,1426.9
Spring 2021,Over 40,2021-06-06,Kendall Wanderers,FC Old Skool,3,2,1591.7,1512.5,1604.1,1500.1
Spring 2021,Over 40,2021-06-06,Eastern FC Old Boys,North Reading Cobras,2,forfeit,1583.9,1434.6,1593.4,1425.1
Spring 2021,Over 40,2021-06-06,Arlington Fossils,Hudson United # review referee,5,1,1499.2,1496.9,1515.1,1481.0
Spring 2021,Over 40,2021-06-06,Irish Village,Hopkinton Hotspur,1,1,1549.5,1605.0,1552.0,1602.4
Spring 2021,Over 40,2021-06-06,Nashoba Masters,Westham United,3,0,1535.8,1508.3,1550.6,1493.6
Spring 2021,Over 40,2021-06-06,Georgetown FC,North Andover FC,3,1,1482.1,1591.3,1503.0,1570.4
Spring 2021,Over 40,2021-06-06,Charlestown FC,Persepolis,0,8,1492.8,1592.1,1481.3,1603.6
Spring 2021,Over 40,2021-06-06,Cantona North,FC Needham United,4,0,1447.6,1439.6,1463.3,1424.0
Spring 2021,Over 40,2021-06-06,Milton International,Westwood Masters,3,1,1580.3,1424.6,1589.6,1415.4
Spring 2021,Over 40,2021-06-06,Medway,Cabo Verde FC,0,1,1484.1,1585.4,1472.6,1596.9
Spring 2021,Over 40,2021-06-06,FIMA FC,Mansfield United,2,2,1578.9,1450.0,1573.2,1455.6
Spring 2021,Over 40,2021-06-06,Medford United,FC Newburyport Brew,1,1,1495.8,1425.8,1492.6,1428.9
Spring 2021,Over 40,2021-06-06,Hurricane SC,Wen Ham United FC,1,4,1504.8,1363.9,1482.6,1386.0
Spring 2021,Over 40,2021-06-06,Melrose United,Marblehead,1,6,1459.8,1523.4,1446.7,1536.5
Spring 2021,Over 40,2021-06-06,Peru Sports FC,Hogs FC,5,1,1582.4,1461.7,1593.0,1451.0
Spring 2021,Over 40,2021-06-06,Canary Square Veterans,Dover-Sherborn Masters # review referee,1,3,1402.5,1549.7,1392.9,1559.3
Spring 2021,Over 40,2021-06-06,West Roxbury United,Vineyard FC,2,2,1518.6,1441.6,1515.1,1445.0
Spring 2021,Over 40,2021-06-06,Wahooligans FC,Sudbury United,1,7,1400.1,1579.9,1391.7,1588.3
Spring 2021,Over 40,2021-06-06,Acton-Boxboro United,Harvard Blues FC,4,0,1484.9,1438.7,1498.8,1424.8
Spring 2021,Over 40,2021-06-06,MV FC,Dirty Groton Scoundrels,3,3,1477.5,1468.2,1477.1,1468.6
Spring 2021,Over 40,2021-06-06,Woburn Tanners,New England International,3,14,1351.8,1606.0,1345.8,1612.0
Spring 2021,Over 40,2021-06-06,Needham FC,Norfolk FC,2,3,1420.7,1574.3,1411.4,1583.6
Spring 2021,Over 40,2021-06-06,FC Franklin II,Medfield,3,1,1510.8,1476.2,1525.2,1461.8
Spring 2021,Over 40,2021-06-06,FC Walpole,Franklin,3,0,1520.4,1476.0,1534.4,1462.0
Spring 2021,Over 40,2021-06-06,Southborough FC,MHFC,2,0,1448.2,1389.9,1461.5,1376.5
Spring 2021,Over 30,2021-06-06,P.A.C. Lowell,FC Hudson,1,4,1422.6,1583.6,1413.5,1592.7
Spring 2021,Over 30,2021-06-06,Lynnfield Azzurri,Southie FC,6,1,1562.2,1448.3,1573.2,1437.3
Spring 2021,Over 30,2021-06-06,Eastern FC,Andover United,1,4,1476.0,1563.5,1463.9,1575.6
Spring 2021,Over 30,2021-06-06,Safira Soccer,Hurricane SC,2,forfeit,1586.5,1547.0,1600.7,1532.8
Spring 2021,Over 30,2021-06-06,Needham United,Harvest Soccer Club,7,2,1490.4,1422.7,1503.4,1409.8
Spring 2021,Over 30,2021-06-06,Portuguesa,Kel Kau,1,3,1591.2,1626.2,1576.8,1640.6
Spring 2021,Over 30,2021-06-06,Os Amigos F.C.,Meadowlark FC,8,0,1539.0,1459.4,1551.4,1447.0
Spring 2021,Over 30,2021-06-06,Boa Vista FC,Sudbury FC,0,8,1463.8,1572.6,1452.6,1583.8
Spring 2021,Over 30,2021-06-06,S.S.C. Napoli,Westford F.C.,3,1,1476.1,1385.4,1488.0,1373.5
Spring 2021,Over 30,2021-06-06,Middlesex FC,Lowell United,3,4,1523.1,1596.3,1510.4,1609.0
Spring 2021,Over 30,2021-06-06,The Blues,Plymouth County United,2,0,1458.6,1419.5,1472.8,1405.3
Spring 2021,Over 30,2021-06-06,Norfolk FC,Medfield,2,3,1509.0,1519.3,1493.5,1534.9
Spring 2021,Over 30,2021-06-06,Taunton Eagles Soccer Club,Fernandes FC,5,2,1522.2,1595.7,1541.6,1576.3
Spring 2021,Over 30,2021-06-06,Rovers FC,Southside F.C.,2,0,1518.6,1530.9,1535.1,1514.4
Spring 2021,Over 30,2021-06-06,Marblehead,Harvard,2,1,1463.2,1398.8,1476.3,1385.7
Spring 2021,Over 30,2021-06-06,Essex Football Club,The Villains,7,0,1510.9,1499.1,1526.3,1483.6
Spring 2021,Over 30,2021-06-06,Cantona,Lynnfield FC,2,2,1476.7,1373.0,1472.1,1377.6
Spring 2021,Over 30,2021-06-06,PRAIA KAPITAL,Somerville FC,0,2,1581.8,1501.3,1562.1,1521.0
Spring 2021,Over 30,2021-06-06,Roots FC,Plymouth FC,3,4,1515.5,1658.0,1505.7,1667.8
Spring 2021,Over 30,2021-06-06,The Friend's,Shake-Shake FC over-30,5,3,1596.9,1587.3,1612.4,1571.7
Spring 2021,Over 30,2021-06-06,Connemara United FC,Needham Freedom,2,2,1476.6,1365.4,1471.6,1370.3
Spring 2021,Over 30,2021-06-06,United International,Holliston TK FC,6,0,1495.1,1340.8,1504.4,1331.4
Spring 2021,Over 48,2021-06-06,Lexington Eagles,FC Boxford,2,forfeit,1463.7,1439.3,1478.6,1424.4
Spring 2021,Over 48,2021-06-06,Concord United,Melrose Good Guys,2,1,1613.0,1584.8,1627.7,1570.0
Spring 2021,Over 48,2021-06-06,Andover Grand Masters FC,Stoneham Spartans Over 50,2,3,1574.9,1589.0,1559.5,1604.3
Spring 2021,Over 48,2021-06-06,North Shore Celtic FC,NS Internationals,5,1,1537.0,1455.7,1549.3,1443.4
Spring 2021,Over 48,2021-06-06,Weston,Stellar FC,2,6,1437.1,1561.4,1426.6,1571.9
Spring 2021,Over 48,2021-06-06,Crafty Veterans,Belmont Old Boys,0,3,1601.0,1580.5,1584.0,1597.4
Spring 2021,Over 48,2021-06-06,Kel Kau,FUFC Gray,4,0,1625.0,1479.1,1634.6,1469.4
Spring 2021,Over 48,2021-06-06,Shrewsbury Wanderers,Wayland wahootoo,4,0,1567.7,1440.3,1578.1,1429.9
Spring 2021,Over 48,2021-06-06,Medford Atomic,Marblehead,1,4,1459.5,1604.8,1449.9,1614.5
Spring 2021,Over 48,2021-06-06,Westford FC,Hurricane SC,4,1,1559.7,1403.1,1568.9,1393.8
Spring 2021,Over 48,2021-06-06,Irish Village 50,Western Mass Lusitano,3,2,1525.6,1407.4,1536.4,1396.6
Spring 2021,Over 48,2021-06-06,Fernandes FC O50,Shake-Shake FC over-48,3,5,1536.9,1578.3,1522.8,1592.4
Spring 2021,Over 48,2021-06-06,Hudson Benfica,New Bedford Sports Club o50,0,4,1441.0,1635.3,1433.1,1643.2
Spring 2021,Over 48,2021-06-06,Winchester Town Fifties,Rovers Re-United,1,1,1508.2,1476.1,1506.7,1477.6
Spring 2021,Over 48,2021-06-06,Hopkinton Grand Masters,Northshore United Soccer Club,3,4,1474.7,1478.9,1458.9,1494.7
Spring 2021,Over 48,2021-06-06,S.S.C. Napoli,Lexington Golden Eagles,5,2,1563.8,1344.2,1570.9,1337.2
Spring 2021,Over 48,2021-06-06,Arlington Pond Dawgz,FIMA FC O50,1,5,1505.4,1525.3,1490.3,1540.4
Spring 2021,Over 48,2021-06-06,FC Franklin O50,Jamaica Plain FC,0,0,1499.6,1445.4,1497.2,1447.8
Spring 2021,Over 48,2021-06-06,Westwood A.F.C.,Milton,3,4,1433.6,1536.9,1422.2,1548.3
Spring 2021,Over 48,2021-06-06,North Reading,MGG O50,4,2,1349.4,1438.7,1369.4,1418.6
Spring 2021,Over 48,2021-06-06,Sudbury AC,Tewksbury Grand Masters,7,0,1511.7,1422.8,1523.7,1410.8
Spring 2021,Over 48,2021-06-06,Nashoba,Masco,6,1,1492.6,1459.8,1507.1,1445.3
Spring 2021,Over 48,2021-06-06,Hurricane SC II,Lynnfield FC O50 Raiders,1,0,1570.2,1512.8,1583.6,1499.4
Spring 2021,Over 48,2021-06-06,Warthog Legends,West Roxbury United,0,7,1479.0,1628.3,1469.5,1637.8
Spring 2021,Over 48,2021-06-06,Canary Square 50,Canton United II,2,1,1419.7,1391.9,1434.4,1377.2
Spring 2021,Over 48,2021-06-06,Albanian United Veterans,Raynham,4,3,1570.8,1460.6,1581.8,1449.5
Spring 2021,Over 55,2021-06-06,Raynham Veterans,Juventus Club Everett,4,6,1498.2,1591.9,1486.5,1603.7
Spring 2021,Over 55,2021-06-06,Concord United Veterans,Peabody Gold,3,0,1686.8,1532.8,1696.1,1523.5
